x,y,obstacle_type,is_charging_station,battery_level,path_length,navigation_success
12,16,dynamic,0,69.58,24,1
2,13,dynamic,0,91.95,80,1
28,7,static,1,14.98,90,1
5,22,static,1,40.4,85,1
12,17,static,1,89.11,48,1
28,2,dynamic,1,63.25,19,1
3,16,none,1,43.74,63,0
5,6,static,0,93.86,37,0
9,24,none,1,26.65,95,1
5,23,dynamic,0,83.09,26,0
26,16,static,1,10.99,60,0
7,21,dynamic,0,70.18,98,1
15,4,none,0,14.53,31,0
9,22,dynamic,0,96.39,97,0
14,16,none,0,26.47,84,0
5,24,dynamic,1,35.08,90,1
4,24,static,1,38.49,99,0
27,1,static,0,84.2,20,0
2,11,none,1,49.61,71,1
16,27,static,0,22.82,67,0
29,7,static,1,83.71,13,0
15,6,static,1,42.7,98,0
10,2,static,0,66.7,57,0
4,4,none,0,87.76,35,1
24,9,none,1,10.4,50,1
8,18,none,0,52.98,83,1
26,7,none,0,87.56,88,0
20,10,dynamic,0,98.56,18,0
21,21,static,0,12.34,42,0
0,5,none,1,36.37,35,1
10,5,none,0,62.96,85,1
12,8,static,1,63.42,83,1
16,9,none,0,80.37,67,0
9,25,none,1,23.6,36,1
20,4,static,0,82.6,65,0
18,21,static,1,54.89,26,0
24,22,dynamic,1,31.53,69,0
12,29,static,0,75.6,19,0
10,4,static,0,74.6,62,0
7,4,static,1,79.38,41,1
7,6,none,0,67.08,74,0
16,9,static,1,99.67,24,1
22,18,static,0,24.37,34,1
22,21,static,1,29.96,25,0
12,28,dynamic,0,50.49,80,1
28,26,dynamic,1,86.19,34,1
0,25,none,1,27.68,90,1
5,15,none,0,44.6,37,1
11,27,none,0,67.11,45,0
14,25,static,1,52.63,17,1
19,16,none,1,10.49,74,1
21,4,none,0,38.57,67,1
10,21,static,0,36.98,80,1
3,28,dynamic,0,35.97,56,1
24,27,static,0,36.33,23,1
13,12,dynamic,0,75.53,30,0
23,1,static,1,67.0,41,0
3,8,dynamic,0,14.2,80,1
14,16,none,1,65.26,53,1
17,24,static,0,48.36,60,0
26,19,static,0,31.09,50,0
27,5,static,0,72.47,87,0
14,24,dynamic,1,14.15,51,0
6,15,static,0,84.47,73,1
28,29,static,0,46.23,89,0
27,12,none,0,96.54,12,1
27,15,dynamic,1,48.41,33,1
17,15,dynamic,0,11.18,69,0
7,9,dynamic,0,22.55,38,1
8,23,static,1,55.41,97,1
28,12,dynamic,0,64.63,18,0
25,10,dynamic,0,27.34,100,0
23,27,none,0,37.78,23,0
4,20,static,1,65.0,92,1
9,9,dynamic,1,90.55,91,1
21,2,static,0,44.27,21,1
2,14,dynamic,0,88.0,50,0
10,20,none,1,23.95,32,1
24,21,static,0,88.58,42,0
5,13,none,0,22.21,36,1
21,21,static,0,22.16,71,1
13,28,static,0,64.32,37,1
14,26,dynamic,1,26.08,11,1
4,4,none,1,19.35,23,0
3,13,none,1,36.45,88,0
29,10,dynamic,1,25.18,17,0
1,3,none,1,18.65,10,1
2,3,static,1,82.18,18,0
21,17,none,1,82.5,94,0
5,8,dynamic,0,36.2,52,0
13,21,none,1,91.44,66,1
23,22,dynamic,1,12.48,85,1
10,1,none,0,43.24,72,1
8,11,none,0,50.9,8,1
15,1,none,0,24.78,48,0
10,19,dynamic,0,71.92,50,0
23,28,none,1,55.26,53,0
28,14,dynamic,1,17.83,100,0
16,19,dynamic,0,96.28,92,0
12,17,dynamic,1,70.02,21,1
2,29,none,0,71.65,7,0
16,9,none,1,67.57,55,0
16,2,dynamic,1,62.16,48,0
21,1,dynamic,1,56.08,8,1
11,3,none,0,62.29,88,1
17,7,static,1,83.83,93,1
10,20,none,0,76.65,80,0
3,7,dynamic,0,53.77,23,0
2,15,dynamic,0,57.32,63,0
14,29,static,0,17.65,20,1
9,28,dynamic,1,14.0,45,1
7,2,static,1,43.55,57,1
4,12,static,1,49.48,36,1
27,10,dynamic,0,40.54,64,1
11,28,none,0,81.06,10,1
16,18,static,0,12.71,55,0
12,11,static,1,84.12,36,0
7,8,dynamic,0,87.04,31,0
12,21,dynamic,0,60.35,88,0
28,3,static,1,59.6,82,0
16,25,dynamic,1,78.86,61,0
8,12,dynamic,1,71.66,70,1
22,1,none,0,71.81,80,1
20,12,dynamic,1,70.18,40,0
3,15,dynamic,1,34.6,43,1
23,11,static,1,74.85,43,1
12,23,static,1,15.1,89,0
1,15,none,0,93.18,7,1
5,17,dynamic,0,64.45,97,0
28,3,static,1,37.7,64,0
11,12,none,1,98.05,19,0
18,17,dynamic,1,66.66,62,0
12,4,dynamic,1,62.57,32,1
17,7,static,1,87.92,51,0
26,18,none,0,24.54,77,0
14,2,static,1,88.4,8,1
4,1,static,1,17.7,19,0
15,28,none,1,75.32,62,1
8,26,dynamic,1,17.73,47,1
4,9,static,0,88.23,74,1
25,17,static,1,32.27,6,0
28,22,none,0,54.57,82,1
7,28,static,1,64.2,59,1
28,5,static,0,14.47,8,0
5,28,static,0,38.7,75,0
25,0,dynamic,0,60.8,8,0
11,6,dynamic,0,28.3,14,1
16,22,none,1,23.06,8,1
23,4,static,0,40.87,83,0
19,14,none,1,47.82,38,0
24,11,static,1,63.85,74,0
24,8,dynamic,1,73.93,21,1
12,12,dynamic,1,21.58,66,0
28,6,static,1,71.94,83,1
24,19,none,0,19.3,74,0
29,8,static,0,22.89,15,0
24,9,static,0,54.85,73,1
26,11,static,1,24.78,85,0
13,12,dynamic,0,58.69,7,1
15,5,static,0,91.08,96,1
12,11,none,0,63.38,91,0
25,16,static,0,22.35,85,1
2,28,none,0,80.36,43,1
13,27,static,1,28.43,54,1
22,26,none,0,51.16,88,0
29,0,dynamic,1,20.83,63,1
13,6,none,0,64.71,80,0
27,19,static,1,91.59,74,1
18,26,none,0,66.14,35,1
7,9,none,0,81.61,41,1
12,15,static,1,95.39,22,0
23,19,static,0,16.13,13,1
17,28,none,0,14.54,48,1
14,18,static,1,28.0,62,0
25,6,none,0,84.98,65,0
5,9,static,0,66.02,5,1
18,9,dynamic,1,43.65,38,1
17,27,none,1,17.48,69,0
8,18,static,0,87.85,22,1
26,26,none,1,44.61,73,0
2,28,none,1,83.63,12,0
12,2,none,1,37.95,14,1
0,4,none,0,55.56,56,1
25,18,static,0,60.56,29,1
24,7,static,0,26.08,53,1
4,29,none,1,19.52,48,0
12,6,dynamic,0,79.66,70,0
3,6,static,0,54.9,12,1
18,22,static,0,44.03,41,1
27,13,none,1,71.97,81,1
5,7,dynamic,1,55.97,35,1
3,21,static,1,71.45,7,0
7,23,static,1,92.75,25,0
5,13,dynamic,0,59.76,22,1
19,11,static,1,80.37,84,0
25,26,static,1,60.07,79,0
0,3,dynamic,0,95.85,48,1
5,22,static,0,93.04,83,0
8,0,none,1,52.82,42,0
28,21,dynamic,0,78.64,65,0
27,6,dynamic,0,49.61,17,1
4,27,dynamic,0,22.27,66,0
21,7,none,0,20.94,97,1
19,19,dynamic,1,50.78,74,1
27,25,dynamic,1,15.89,97,1
21,7,static,1,29.28,20,1
2,20,dynamic,0,60.31,25,1
11,18,none,1,96.36,83,0
28,10,static,0,46.99,85,0
17,10,none,1,41.16,23,0
23,16,static,0,82.69,99,1
8,9,static,0,44.17,18,0
29,23,none,0,40.54,38,0
9,10,none,1,73.95,31,1
7,1,static,0,19.0,21,1
23,9,static,1,61.35,10,1
7,0,dynamic,1,12.6,72,1
11,23,dynamic,1,53.11,20,1
11,25,static,1,57.71,98,0
11,10,static,0,96.07,60,1
25,8,static,0,43.89,81,0
2,12,dynamic,1,91.64,71,1
8,9,none,0,48.97,14,0
18,1,dynamic,1,67.17,99,0
3,24,none,1,65.34,19,0
12,14,static,1,41.05,49,1
6,5,dynamic,1,91.03,54,1
28,0,none,0,35.41,77,0
8,5,none,0,93.48,58,0
5,26,static,1,48.05,19,1
20,11,static,0,26.23,64,0
11,18,dynamic,0,83.69,97,1
5,6,none,1,84.67,56,1
18,25,dynamic,0,55.63,10,1
4,12,none,0,23.73,36,0
2,17,dynamic,0,78.1,94,1
14,1,static,1,52.59,45,0
24,19,static,1,64.45,24,1
17,10,none,0,99.73,66,1
10,5,none,1,72.62,24,1
6,3,dynamic,0,69.23,43,0
16,5,dynamic,0,63.08,26,1
5,26,dynamic,1,84.13,100,0
5,5,dynamic,1,31.7,31,0
0,8,none,0,48.26,82,1
6,10,none,1,38.3,45,0
24,29,none,0,70.28,23,1
7,17,none,0,98.83,57,1
25,16,static,1,62.61,34,1
9,14,dynamic,1,80.28,46,0
5,14,dynamic,0,42.86,96,1
15,28,none,0,83.22,34,0
11,2,static,1,75.4,46,0
26,17,static,1,15.38,18,0
19,22,dynamic,0,58.45,82,1
2,12,dynamic,0,95.86,65,0
11,22,dynamic,0,48.52,24,1
5,17,none,1,36.89,21,0
14,22,static,0,62.23,74,0
22,1,static,1,58.05,22,1
29,18,none,1,50.77,61,0
3,0,dynamic,1,66.16,80,1
2,28,dynamic,1,64.85,22,1
16,2,static,1,94.12,67,1
25,25,static,0,30.49,76,1
29,3,static,1,47.44,100,1
24,12,static,0,60.94,95,1
24,18,dynamic,1,77.65,20,1
8,13,static,0,47.31,80,0
27,29,none,0,21.68,13,1
21,25,static,0,93.49,63,0
5,23,static,1,54.39,65,0
8,4,static,1,64.24,56,1
17,21,static,1,77.94,59,1
7,26,dynamic,1,32.04,13,0
11,5,dynamic,1,24.22,11,0
6,20,static,0,21.46,24,0
25,1,static,1,11.21,16,1
0,6,static,1,44.67,57,1
20,11,dynamic,1,12.95,98,1
25,6,static,1,36.81,83,1
9,9,none,1,79.65,90,1
21,11,static,0,75.17,27,0
21,3,dynamic,1,80.21,46,0
25,24,dynamic,0,85.98,81,0
13,21,dynamic,1,49.3,50,1
22,29,static,1,47.05,84,1
20,6,none,1,62.71,27,0
8,19,static,0,35.58,21,1
16,20,none,1,90.93,81,1
8,12,dynamic,1,31.96,97,0
28,20,none,0,22.96,82,1
26,5,dynamic,1,55.17,100,0
3,14,static,1,89.85,21,1
15,13,dynamic,1,67.64,65,1
10,12,static,0,15.79,50,0
1,4,dynamic,0,27.05,12,1
11,9,none,0,86.51,52,0
14,9,static,1,80.07,75,0
27,29,static,0,13.52,54,1
23,0,none,0,35.25,62,1
24,5,none,0,54.82,63,0
21,26,none,0,21.16,20,1
15,27,dynamic,0,45.77,57,0
19,1,dynamic,1,46.76,71,0
14,14,none,0,99.74,79,0
6,17,static,1,17.49,88,0
14,25,none,1,94.75,63,1
9,23,none,1,65.46,17,0
2,17,dynamic,1,78.86,40,0
29,25,static,0,22.05,33,0
8,3,dynamic,0,19.67,29,1
26,14,none,0,91.92,93,1
29,15,none,0,22.66,20,1
14,11,static,1,42.09,39,1
6,22,none,0,76.44,81,0
18,1,none,0,13.15,21,1
24,16,dynamic,1,24.18,42,0
15,18,static,1,76.66,17,0
3,16,dynamic,0,93.13,34,1
20,4,none,1,48.41,59,0
16,17,dynamic,1,86.68,18,1
0,29,dynamic,0,91.76,76,1
22,1,none,1,15.81,20,0
8,29,none,0,52.53,40,0
22,27,static,0,67.79,18,1
19,25,none,0,60.53,39,1
22,12,static,0,47.4,12,1
0,15,static,1,10.74,25,1
23,21,static,1,99.48,20,1
9,12,static,0,21.0,47,1
29,16,static,0,76.7,51,1
10,17,static,0,64.79,26,0
10,20,dynamic,1,97.01,98,0
2,23,static,1,89.06,46,1
4,4,static,0,12.6,85,1
6,1,static,0,38.95,92,1
20,15,none,1,64.6,76,0
5,0,dynamic,0,41.94,48,1
13,5,none,0,76.81,19,1
9,23,dynamic,0,99.19,29,0
21,29,none,0,66.95,47,1
26,8,dynamic,1,87.28,64,1
13,25,dynamic,1,52.61,36,1
23,7,static,1,26.38,83,1
29,4,static,0,42.29,39,0
10,9,dynamic,0,47.35,34,0
23,24,static,0,93.81,94,1
19,28,none,0,18.63,45,1
29,12,static,0,95.67,58,1
28,15,none,1,75.03,65,1
29,7,dynamic,1,38.3,7,0
1,26,none,0,92.04,34,0
0,28,dynamic,0,80.25,22,0
2,0,none,1,54.94,15,1
17,7,dynamic,0,84.11,80,1
24,18,none,0,20.3,38,0
26,12,dynamic,0,11.48,72,1
23,3,none,1,14.16,72,0
19,13,dynamic,0,29.63,17,0
21,1,dynamic,0,84.49,9,0
16,1,dynamic,0,55.55,59,0
26,28,none,0,36.14,16,1
25,29,dynamic,0,49.25,46,1
4,28,dynamic,1,79.04,11,1
12,27,none,0,68.56,80,0
7,19,dynamic,0,19.27,40,1
6,7,dynamic,0,67.86,9,0
18,12,static,1,75.77,80,0
25,17,dynamic,1,50.18,77,0
29,25,static,0,42.48,26,1
3,11,static,1,89.98,78,0
18,21,static,1,81.64,10,1
22,10,static,1,14.47,77,0
2,2,dynamic,0,95.96,37,1
27,24,none,1,43.9,75,0
0,4,static,0,28.7,99,0
18,25,dynamic,1,95.87,59,1
21,1,static,1,73.37,95,1
14,24,static,1,83.61,90,0
2,10,dynamic,0,47.36,92,1
23,10,dynamic,1,26.69,14,1
7,13,none,1,30.0,86,0
16,9,static,1,15.73,27,1
23,16,static,1,29.33,17,0
4,6,dynamic,1,80.84,54,0
4,14,none,0,97.24,83,1
15,25,dynamic,0,93.25,95,1
24,16,static,0,33.82,15,1
22,22,dynamic,0,87.58,49,0
19,5,dynamic,1,32.86,16,0
6,5,dynamic,1,20.16,98,1
23,21,dynamic,1,31.57,42,0
2,8,dynamic,1,47.39,63,1
18,23,static,1,77.76,12,0
8,28,none,1,74.7,32,1
9,27,dynamic,1,97.99,72,1
10,22,static,0,91.4,66,1
0,0,dynamic,1,93.44,42,1
0,26,dynamic,0,10.01,62,1
5,10,dynamic,0,75.47,24,1
25,19,dynamic,1,18.06,85,1
22,0,dynamic,1,61.55,24,0
4,10,static,1,64.12,71,0
8,8,dynamic,1,56.74,17,0
2,25,static,1,91.26,71,0
4,15,dynamic,1,48.59,86,0
19,7,none,1,54.83,45,0
28,27,dynamic,0,63.49,91,1
29,5,static,0,16.6,50,0
17,26,dynamic,0,72.72,63,0
23,6,none,0,41.41,53,1
4,7,static,0,64.18,52,0
25,15,static,0,27.3,10,1
0,21,none,0,79.52,98,1
11,28,dynamic,0,50.53,100,0
23,11,dynamic,0,77.84,65,0
5,18,none,0,85.12,16,1
26,22,none,1,67.05,30,1
27,6,static,1,94.7,92,0
13,17,dynamic,0,90.78,64,0
17,29,none,0,21.9,19,0
18,16,none,0,59.25,75,0
28,14,dynamic,1,79.15,63,0
1,23,static,1,85.95,10,0
2,28,dynamic,1,37.31,6,1
16,13,none,0,67.19,85,1
19,14,dynamic,0,52.59,69,0
27,5,dynamic,0,35.94,96,1
26,9,static,0,90.02,34,0
14,16,none,1,71.04,94,0
25,15,dynamic,0,87.62,78,1
9,16,static,1,15.86,93,1
12,10,dynamic,0,13.98,66,1
11,16,dynamic,1,13.47,14,1
4,20,static,0,74.46,82,1
0,21,none,0,51.46,8,1
29,20,none,1,91.65,84,0
11,23,none,1,10.57,75,1
9,8,dynamic,0,78.47,79,1
10,1,static,1,36.25,86,1
2,23,dynamic,0,22.34,69,1
27,22,dynamic,0,93.07,46,1
16,3,dynamic,0,51.02,81,1
22,6,static,1,67.36,25,0
18,10,dynamic,1,65.9,5,1
25,29,static,0,41.56,73,0
5,11,none,0,35.25,30,0
12,27,none,1,97.14,29,0
18,17,none,1,69.56,62,1
12,22,dynamic,1,98.56,56,0
8,19,static,0,69.12,7,1
25,3,static,1,69.4,25,1
15,21,none,0,98.63,76,0
3,20,dynamic,1,47.46,85,1
23,12,dynamic,0,12.27,65,0
10,5,none,1,53.48,63,1
12,23,dynamic,0,42.33,23,1
5,5,none,0,31.1,84,1
29,25,static,1,95.78,73,1
6,29,none,1,57.77,7,0
1,14,static,0,10.05,45,1
11,2,dynamic,0,76.9,13,0
8,23,dynamic,0,67.63,97,1
23,1,dynamic,0,28.37,84,1
24,27,none,0,87.61,95,1
2,19,static,1,34.91,8,0
7,22,static,0,97.94,78,1
11,2,static,0,11.11,97,0
26,7,dynamic,1,32.36,31,1
27,6,dynamic,1,84.57,28,0
4,10,static,1,60.92,72,1
23,19,none,0,22.14,84,0
16,3,dynamic,1,15.2,51,0
15,22,dynamic,1,48.38,34,0
0,0,dynamic,1,66.46,29,1
0,21,none,1,44.58,100,0
25,11,none,1,35.46,97,1
22,9,static,0,98.15,50,0
0,1,static,0,14.45,15,1
28,13,static,1,14.38,13,1
4,17,static,1,43.21,98,0
17,6,static,0,76.32,53,0
29,8,none,1,45.21,77,0
13,18,static,1,12.74,30,0
23,17,none,0,43.15,72,1
11,18,dynamic,1,40.97,95,0
25,29,dynamic,1,73.11,65,0
28,18,dynamic,0,32.18,53,1
11,0,static,0,68.63,56,1
15,23,static,1,59.85,84,0
4,16,dynamic,0,45.08,82,0
0,11,dynamic,1,92.74,55,1
8,25,dynamic,1,65.83,40,0
23,17,dynamic,0,12.12,34,0
5,7,dynamic,0,58.29,26,1
27,27,dynamic,0,35.48,83,1
10,8,static,1,37.6,12,0
2,29,none,0,59.93,89,0
13,27,none,0,36.0,49,0
2,11,static,1,51.31,64,0
17,27,dynamic,1,28.28,56,0
22,27,none,1,38.26,79,1
3,7,none,0,84.39,29,0
18,12,static,1,77.24,81,1
25,23,none,0,94.79,32,1
23,12,dynamic,0,70.01,76,1
13,15,static,1,44.93,68,1
27,24,dynamic,0,96.72,93,0
29,28,static,1,73.14,8,0
10,24,none,0,20.03,21,1
26,4,static,0,60.81,21,0
19,3,dynamic,1,39.12,62,0
6,26,static,1,32.81,91,0
25,1,none,1,64.66,41,1
14,16,none,0,90.32,49,0
9,20,none,1,34.1,88,1
11,28,none,1,81.88,88,1
7,4,static,0,56.13,74,0
25,11,none,1,13.92,87,0
7,20,dynamic,1,75.45,43,0
6,8,none,0,21.5,14,1
8,16,dynamic,0,70.33,78,0
5,16,none,0,21.48,93,0
23,5,dynamic,1,48.34,14,1
18,19,none,0,76.17,83,0
18,12,dynamic,1,85.14,100,0
23,20,none,1,70.74,11,1
7,21,dynamic,0,99.94,16,0
12,1,dynamic,0,37.27,17,1
0,20,dynamic,1,82.28,72,1
20,26,none,1,34.64,34,0
23,0,static,0,81.55,31,1
16,3,static,1,34.57,44,0
22,2,static,0,49.29,47,0
18,12,dynamic,0,45.18,93,1
28,8,none,0,91.9,61,0
17,29,dynamic,1,75.98,17,0
2,28,static,1,54.78,97,1
17,11,none,1,88.0,17,1
25,5,none,0,28.86,25,1
4,10,none,0,70.48,77,1
25,23,dynamic,0,53.3,41,1
8,22,dynamic,1,17.58,94,0
15,29,none,1,87.11,32,1
8,24,static,0,10.77,24,1
24,19,dynamic,0,50.66,97,1
16,9,none,1,47.12,82,1
9,7,dynamic,1,83.97,89,1
19,15,none,0,91.25,28,0
15,16,static,1,91.62,26,1
2,5,none,1,59.21,51,1
5,23,none,0,24.29,38,1
26,3,static,0,68.5,61,1
23,9,none,0,69.76,81,0
4,7,static,0,19.26,57,0
18,25,static,0,59.1,13,0
8,8,none,0,11.63,17,1
17,24,static,1,64.17,35,1
8,24,none,1,13.06,95,1
24,15,static,0,99.26,99,1
24,19,none,1,82.02,84,1
2,3,none,0,97.61,91,1
22,7,static,0,22.03,10,0
4,0,none,1,89.84,53,0
7,23,dynamic,0,57.55,13,0
13,8,none,1,64.05,47,0
12,15,none,1,27.18,95,1
8,0,none,1,77.44,40,0
10,9,none,0,57.44,88,0
25,2,dynamic,0,19.35,81,0
7,0,static,0,45.37,80,1
14,23,static,1,45.56,70,1
23,19,none,0,13.69,40,1
19,19,none,0,97.84,71,0
18,24,dynamic,1,45.49,49,1
19,18,none,0,46.79,53,0
10,8,none,1,20.07,100,1
13,1,none,0,40.41,11,0
6,5,static,1,61.15,57,0
20,25,none,1,56.09,58,1
24,22,dynamic,0,85.44,19,0
23,1,none,1,61.93,92,1
24,13,dynamic,1,14.23,37,0
14,2,none,0,12.83,99,0
7,2,static,1,18.24,46,1
23,1,none,1,27.15,50,0
27,25,none,0,86.27,94,1
1,3,none,0,45.04,12,1
0,11,none,0,52.42,35,1
6,17,none,0,38.99,51,1
12,15,static,0,11.96,27,1
28,20,dynamic,1,88.9,91,1
12,28,dynamic,1,26.57,26,1
17,22,static,0,45.24,97,1
0,11,none,0,30.55,23,1
1,21,static,0,33.64,23,1
6,2,dynamic,0,53.07,38,0
6,22,none,1,97.67,90,0
2,27,none,0,65.01,80,1
14,15,dynamic,0,92.33,36,1
11,3,none,0,69.87,79,0
9,11,static,1,30.49,24,1
5,2,dynamic,0,30.92,40,0
28,20,static,1,92.2,99,0
17,14,static,1,86.89,57,0
9,11,static,0,12.95,99,1
25,13,dynamic,0,77.41,80,1
13,14,dynamic,1,78.25,81,0
16,4,none,1,95.65,32,0
3,5,dynamic,0,85.77,57,0
3,12,dynamic,1,99.43,94,0
24,26,dynamic,1,69.5,11,1
11,5,static,1,82.14,92,1
7,9,none,0,59.39,49,1
7,7,static,1,22.92,29,1
29,2,none,1,80.34,44,1
15,2,none,0,84.65,58,1
15,25,none,1,27.94,72,0
12,6,dynamic,0,97.55,26,0
28,16,dynamic,0,50.56,53,0
16,18,static,0,25.12,11,1
3,2,none,1,32.06,75,0
3,10,static,1,68.51,79,0
22,19,none,0,56.57,33,0
5,11,dynamic,0,18.31,22,1
20,19,dynamic,0,33.04,52,1
28,23,dynamic,1,10.18,60,1
4,24,none,1,68.0,98,0
29,20,dynamic,0,51.15,23,1
22,15,static,1,76.0,24,1
17,20,static,1,82.46,46,0
8,1,static,0,18.28,96,0
21,27,static,1,30.3,33,1
9,16,none,1,36.7,36,0
22,28,none,1,73.38,6,0
18,15,none,1,96.12,53,1
20,28,none,1,49.61,69,1
25,17,static,1,55.51,82,1
24,24,dynamic,0,47.27,14,1
19,15,none,1,67.97,92,0
21,3,dynamic,1,60.94,68,0
23,24,static,1,40.21,83,1
7,9,static,1,91.07,41,0
13,26,dynamic,0,11.84,10,0
8,25,none,1,40.89,16,0
23,17,none,1,16.17,5,0
24,17,static,1,60.02,99,0
14,1,dynamic,0,78.99,64,1
12,27,static,0,43.63,66,0
23,20,static,1,91.86,42,1
17,9,static,1,82.32,86,1
23,24,none,1,72.81,18,1
10,0,dynamic,1,54.25,82,0
21,21,static,0,97.2,28,0
0,23,static,1,28.35,52,1
4,8,none,1,67.85,5,0
26,13,dynamic,1,69.36,78,0
22,24,static,0,86.65,80,0
5,24,none,1,33.56,84,0
0,19,static,1,30.62,15,0
27,6,static,1,31.94,42,1
6,1,dynamic,0,84.09,39,1
2,18,dynamic,1,85.92,35,1
17,3,none,1,91.23,39,1
13,5,none,0,24.05,51,1
18,0,none,0,26.88,51,1
15,5,dynamic,0,98.07,45,0
12,17,none,0,91.96,35,1
1,20,dynamic,1,43.81,64,1
17,0,none,1,36.86,57,1
27,8,none,0,23.06,76,0
6,0,dynamic,1,90.13,75,1
21,3,static,0,27.18,30,0
2,4,none,0,33.24,16,1
4,28,static,0,12.76,58,1
3,3,static,0,63.0,47,1
5,15,static,0,62.93,43,1
12,15,dynamic,0,98.38,14,1
22,8,static,0,62.41,44,0
11,0,static,0,23.71,26,1
9,21,dynamic,0,84.83,45,0
12,14,static,1,78.8,5,1
15,20,static,1,68.03,58,0
7,19,none,0,91.57,32,0
29,18,static,1,54.66,38,1
0,21,static,1,93.61,71,0
1,24,dynamic,1,59.91,12,1
24,15,none,0,27.11,96,0
29,28,dynamic,0,60.65,22,0
10,5,dynamic,0,43.93,25,1
12,21,static,0,64.98,32,1
17,19,none,1,51.09,24,1
19,23,static,0,37.86,89,1
2,22,none,1,89.35,95,0
3,18,none,1,93.45,7,0
19,9,static,1,77.17,28,1
18,6,static,0,55.45,55,1
18,23,static,0,76.56,15,0
11,5,none,1,24.15,31,1
29,25,static,1,70.34,91,0
26,10,static,1,86.93,96,0
2,9,dynamic,1,87.81,13,0
17,5,static,1,31.28,69,1
14,1,dynamic,1,42.72,57,0
22,16,static,0,15.43,86,1
16,1,none,0,75.79,95,0
16,11,static,0,23.54,40,1
11,11,dynamic,0,96.95,76,0
13,9,none,1,22.78,38,1
11,8,none,0,12.1,53,0
11,26,dynamic,1,59.9,96,0
21,9,static,0,59.8,20,1
9,5,none,0,76.99,52,0
8,12,none,1,37.88,24,1
9,23,none,0,81.1,42,1
24,5,dynamic,0,49.85,61,1
2,14,dynamic,0,70.06,53,1
24,21,static,1,71.87,6,0
18,7,static,0,58.31,31,1
14,22,none,0,66.45,35,0
29,27,none,1,25.9,60,0
3,20,none,0,82.68,9,1
28,1,dynamic,0,84.74,8,1
1,28,none,1,66.08,26,0
0,25,none,0,12.37,73,1
21,9,dynamic,0,26.78,38,0
29,22,none,1,93.93,67,1
4,9,none,0,29.57,44,0
20,16,static,0,68.28,16,0
20,24,dynamic,1,28.27,6,1
24,20,none,1,73.94,21,1
7,22,none,0,89.37,62,1
27,2,static,0,69.89,19,1
13,12,dynamic,0,57.11,6,0
15,6,static,0,90.35,76,0
13,11,dynamic,1,60.09,46,1
11,6,none,0,61.9,24,0
12,28,none,0,72.87,81,0
8,26,static,0,67.24,75,1
28,27,dynamic,0,86.22,90,0
20,16,dynamic,0,89.58,32,0
15,17,dynamic,1,88.71,23,0
27,15,none,1,81.5,44,1
19,11,static,0,33.61,86,0
9,5,dynamic,0,73.96,95,1
14,22,dynamic,0,65.08,19,1
2,5,static,1,99.63,18,1
29,22,static,1,54.44,27,0
29,14,static,0,15.5,12,0
18,10,none,1,69.95,91,1
27,21,none,1,29.44,19,1
29,0,dynamic,0,72.2,9,1
4,6,none,0,24.44,8,0
11,21,static,1,88.56,16,0
9,16,dynamic,0,65.8,43,0
17,8,static,1,70.05,50,0
0,16,dynamic,1,40.12,26,0
14,1,static,0,71.36,18,1
6,20,static,1,88.84,50,0
21,7,dynamic,1,77.86,7,0
28,13,dynamic,1,38.11,9,1
19,15,none,0,36.66,67,1
28,18,static,0,36.56,47,0
9,12,static,0,45.37,46,1
19,29,none,1,33.63,80,1
5,23,dynamic,0,81.78,20,0
1,29,static,0,31.16,20,1
3,6,none,0,66.34,94,1
10,5,dynamic,1,60.97,14,1
9,10,none,0,14.88,90,1
1,28,none,1,92.48,64,1
25,18,dynamic,1,69.32,10,0
14,3,none,1,89.07,33,0
11,13,none,0,49.0,39,0
8,17,dynamic,1,50.11,46,0
17,18,static,1,69.02,24,1
25,15,dynamic,0,21.81,38,0
23,13,none,0,32.04,23,0
28,24,dynamic,0,91.13,65,1
7,8,dynamic,1,84.05,73,1
13,26,none,0,79.94,52,0
18,1,dynamic,0,79.19,8,0
21,15,static,1,58.59,19,1
3,2,none,1,50.61,29,1
23,6,static,1,10.08,32,0
24,8,none,1,10.31,42,0
26,6,none,0,25.28,56,0
5,12,static,0,19.38,77,1
11,22,static,0,65.27,73,1
23,29,static,1,72.42,100,1
23,29,none,0,51.08,87,1
19,27,dynamic,0,49.42,74,0
29,2,none,1,59.34,47,0
9,3,none,0,17.0,62,0
12,16,static,1,18.81,75,0
16,9,static,1,26.72,83,0
22,8,none,1,69.54,16,1
29,7,static,0,48.2,44,1
23,9,static,0,28.44,27,0
25,24,dynamic,0,18.69,27,1
18,17,none,0,59.25,10,1
1,20,static,0,58.93,95,1
3,1,none,1,42.99,81,1
12,8,static,0,17.1,57,1
26,19,dynamic,0,64.65,36,0
14,4,none,0,28.36,39,0
23,17,static,0,95.44,60,1
26,27,static,0,89.07,23,0
7,8,none,1,62.68,48,1
13,21,static,1,38.21,44,1
18,19,none,1,34.79,43,1
14,15,static,1,98.8,100,1
22,8,dynamic,0,75.76,14,1
3,4,static,0,58.22,78,1
25,13,none,1,37.38,72,1
6,6,none,1,85.99,33,1
7,24,dynamic,0,38.96,47,0
17,1,dynamic,0,93.97,58,0
6,17,static,0,73.31,91,0
11,24,none,1,83.62,22,1
15,5,dynamic,1,77.89,17,1
19,7,static,1,58.88,90,1
